date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2022-05-17, 14:42:42	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:42:44	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:42:46	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:42:48	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:42:50	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:42:52	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:42:54	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:42:56	0 Hz	0 W	1E3 mbar	1,6E2 mbar
2022-05-17, 14:42:58	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:00	0 Hz	0 W	1E3 mbar	1,6E2 mbar
2022-05-17, 14:43:02	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:04	0 Hz	0 W	1E3 mbar	1,6E2 mbar
2022-05-17, 14:43:06	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:08	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:10	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:12	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:14	0 Hz	0 W	1E3 mbar	1,6E2 mbar
2022-05-17, 14:43:16	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:18	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:20	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:22	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:24	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:26	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:28	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:30	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:32	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:34	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:36	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:38	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:40	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:42	0 Hz	0 W	1E3 mbar	1,6E2 mbar
2022-05-17, 14:43:44	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:46	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-05-17, 14:43:48	0 Hz	0 W	1E3 mbar	1,6E2 mbar
2022-05-17, 14:43:50	0 Hz	0 W	3,6E2 mbar	1,3E2 mbar
2022-05-17, 14:43:52	0 Hz	0 W	3,3E2 mbar	1,2E2 mbar
2022-05-17, 14:43:54	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:43:56	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:43:58	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:00	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:02	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:04	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:06	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:08	0 Hz	0 W	3,3E2 mbar	1,2E2 mbar
2022-05-17, 14:44:10	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:12	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:14	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:16	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:18	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:20	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:22	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:24	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:26	0 Hz	0 W	3,6E2 mbar	1,1E2 mbar
2022-05-17, 14:44:28	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:30	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:32	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:34	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:36	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:38	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:40	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:42	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:44	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:46	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:48	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:50	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:52	0 Hz	0 W	3,6E2 mbar	1,2E2 mbar
2022-05-17, 14:44:54	0 Hz	0 W	3,6E2 mbar	1E2 mbar
2022-05-17, 14:44:56	0 Hz	0 W	4,3E2 mbar	1,2E2 mbar
2022-05-17, 14:44:58	0 Hz	0 W	1E3 mbar	3,2E2 mbar
2022-05-17, 14:45:00	0 Hz	0 W	1E3 mbar	6,1E2 mbar
2022-05-17, 14:45:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:45:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:46:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:47:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:48:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:49:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:50:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-05-17, 14:50:02	0 Hz	0 W	1E3 mbar	6,8E2 mbar
2022-05-17, 14:50:04	0 Hz	0 W	1E3 mbar	5,3E2 mbar
2022-05-17, 14:50:06	0 Hz	0 W	1E3 mbar	3,9E2 mbar
2022-05-17, 14:50:08	0 Hz	0 W	1E3 mbar	3,4E2 mbar
2022-05-17, 14:50:10	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2022-05-17, 14:50:12	0 Hz	0 W	1E3 mbar	2E2 mbar
2022-05-17, 14:50:14	0 Hz	0 W	1E3 mbar	1,7E2 mbar
2022-05-17, 14:50:16	0 Hz	0 W	5,4E2 mbar	1,4E2 mbar
2022-05-17, 14:50:18	0 Hz	0 W	3,5E2 mbar	1,2E2 mbar
2022-05-17, 14:50:20	0 Hz	0 W	2,9E2 mbar	9,6E1 mbar
2022-05-17, 14:50:22	0 Hz	0 W	1,9E2 mbar	8,6E1 mbar
2022-05-17, 14:50:24	0 Hz	0 W	1,5E2 mbar	7E1 mbar
2022-05-17, 14:50:26	0 Hz	0 W	1,1E2 mbar	6,5E1 mbar
2022-05-17, 14:50:28	0 Hz	0 W	9,3E1 mbar	5,6E1 mbar
2022-05-17, 14:50:30	0 Hz	0 W	7,4E1 mbar	5E1 mbar
2022-05-17, 14:50:32	0 Hz	0 W	6,3E1 mbar	4,1E1 mbar
2022-05-17, 14:50:34	0 Hz	0 W	5,5E1 mbar	3,8E1 mbar
2022-05-17, 14:50:36	0 Hz	0 W	4,8E1 mbar	3,4E1 mbar
2022-05-17, 14:50:38	0 Hz	0 W	3,9E1 mbar	3,2E1 mbar
2022-05-17, 14:50:40	0 Hz	0 W	3,5E1 mbar	2,8E1 mbar
2022-05-17, 14:50:42	0 Hz	0 W	3,2E1 mbar	2,4E1 mbar
2022-05-17, 14:50:44	0 Hz	0 W	2,9E1 mbar	2,1E1 mbar
2022-05-17, 14:50:46	0 Hz	0 W	2,5E1 mbar	1,9E1 mbar
2022-05-17, 14:50:48	0 Hz	0 W	2E1 mbar	1,7E1 mbar
2022-05-17, 14:50:50	0 Hz	0 W	1,8E1 mbar	1,6E1 mbar
2022-05-17, 14:50:52	0 Hz	0 W	1,7E1 mbar	1,4E1 mbar
2022-05-17, 14:50:54	0 Hz	0 W	1,6E1 mbar	1,3E1 mbar
2022-05-17, 14:50:56	0 Hz	0 W	1,4E1 mbar	1,1E1 mbar
2022-05-17, 14:50:58	0 Hz	0 W	1,3E1 mbar	1E1 mbar
2022-05-17, 14:51:00	0 Hz	0 W	1,2E1 mbar	9,7E0 mbar
2022-05-17, 14:51:02	0 Hz	0 W	1E1 mbar	9,1E0 mbar
2022-05-17, 14:51:04	0 Hz	0 W	9,7E0 mbar	8,7E0 mbar
2022-05-17, 14:51:06	0 Hz	0 W	9,4E0 mbar	8,1E0 mbar
2022-05-17, 14:51:08	0 Hz	0 W	8,8E0 mbar	7,7E0 mbar
2022-05-17, 14:51:10	0 Hz	0 W	8,2E0 mbar	7,1E0 mbar
2022-05-17, 14:51:12	0 Hz	0 W	7,8E0 mbar	6,8E0 mbar
2022-05-17, 14:51:14	0 Hz	0 W	7,5E0 mbar	6,6E0 mbar
2022-05-17, 14:51:16	0 Hz	0 W	7E0 mbar	6,5E0 mbar
2022-05-17, 14:51:18	0 Hz	0 W	6,8E0 mbar	6,2E0 mbar
2022-05-17, 14:51:20	0 Hz	0 W	6,6E0 mbar	6,1E0 mbar
2022-05-17, 14:51:22	0 Hz	0 W	6,5E0 mbar	5,9E0 mbar
2022-05-17, 14:51:24	0 Hz	0 W	6,3E0 mbar	5,8E0 mbar
2022-05-17, 14:51:26	0 Hz	0 W	6,1E0 mbar	5,6E0 mbar
2022-05-17, 14:51:28	0 Hz	0 W	6E0 mbar	5,5E0 mbar
2022-05-17, 14:51:30	0 Hz	0 W	5,9E0 mbar	5,3E0 mbar
2022-05-17, 14:51:32	0 Hz	0 W	5,7E0 mbar	5,2E0 mbar
2022-05-17, 14:51:34	0 Hz	0 W	5,6E0 mbar	5,1E0 mbar
2022-05-17, 14:51:36	0 Hz	0 W	5,5E0 mbar	5E0 mbar
2022-05-17, 14:51:38	0 Hz	0 W	5,4E0 mbar	4,9E0 mbar
2022-05-17, 14:51:40	0 Hz	0 W	5,3E0 mbar	4,8E0 mbar
2022-05-17, 14:51:42	0 Hz	0 W	5,2E0 mbar	4,6E0 mbar
2022-05-17, 14:51:44	0 Hz	0 W	5,1E0 mbar	4,6E0 mbar
2022-05-17, 14:51:46	0 Hz	0 W	5E0 mbar	4,5E0 mbar
2022-05-17, 14:51:48	0 Hz	0 W	4,9E0 mbar	4,4E0 mbar
2022-05-17, 14:51:50	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2022-05-17, 14:51:52	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2022-05-17, 14:51:54	0 Hz	0 W	4,7E0 mbar	4,2E0 mbar
2022-05-17, 14:51:56	0 Hz	0 W	4,7E0 mbar	4,1E0 mbar
2022-05-17, 14:51:58	0 Hz	0 W	4,6E0 mbar	4E0 mbar
2022-05-17, 14:52:00	0 Hz	0 W	4,6E0 mbar	4E0 mbar
2022-05-17, 14:52:02	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-05-17, 14:52:04	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-05-17, 14:52:06	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-05-17, 14:52:08	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-05-17, 14:52:10	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-05-17, 14:52:12	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-05-17, 14:52:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-05-17, 14:52:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-05-17, 14:52:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-05-17, 14:52:20	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-05-17, 14:52:22	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-05-17, 14:52:24	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-05-17, 14:52:26	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-05-17, 14:52:28	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-05-17, 14:52:30	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-05-17, 14:52:32	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-05-17, 14:52:34	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-05-17, 14:52:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-05-17, 14:52:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-05-17, 14:52:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-05-17, 14:52:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-05-17, 14:52:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-05-17, 14:52:46	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:52:48	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:52:50	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:52:52	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:52:54	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:52:56	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:52:58	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:53:00	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:53:02	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-05-17, 14:53:04	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:06	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:08	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:10	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:12	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:14	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:16	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:18	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:20	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:22	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:24	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:26	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:28	--- no data ---	0	--- no data ---	--- no data ---
2022-05-17, 14:53:30	--- no data ---	--- no data ---	--- no data ---	--- no data ---
2022-05-17, 14:53:32	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:34	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:36	6 Hz	25 W	3,8E0 mbar	3,6E0 mbar
2022-05-17, 14:53:38	36 Hz	29 W	3,8E0 mbar	3,5E0 mbar
2022-05-17, 14:53:40	64 Hz	21 W	3,7E0 mbar	3,4E0 mbar
2022-05-17, 14:53:42	86 Hz	33 W	3,6E0 mbar	3,3E0 mbar
2022-05-17, 14:53:44	117 Hz	35 W	3,5E0 mbar	3,2E0 mbar
